265,509.0,0.00224400,-1.45,224
266,510.8,0.00221200,-1.45,221
267,512.6,0.00218000,-1.44,218
268,514.4,0.00214900,-1.44,215
269,516.2,0.00211800,-1.44,212
270,518.0,0.00208800,-1.44,209
271,519.8,0.00205800,-1.43,206
272,521.6,0.00202900,-1.40,203
273,523.4,0.00200100,-1.40,200
274,525.2,0.00197300,-1.42,197
275,527.0,0.00194500,-1.41,195
276,528.8,0.00191800,-1.41,192
277,530.6,0.00189100,-1.40,189
278,532.4,0.00186500,-1.39,187
279,534.2,0.00183900,-1.39,184
280,536.0,0.00181400,-1.38,181
281,537.8,0.00178900,-1.37,179
282,539.6,0.00176500,-1.36,177
283,541.4,0.00174100,-1.38,174
284,543.2,0.00171700,-1.37,172
285,545.0,0.00169400,-1.33,169
286,546.8,0.00167200,-1.35,167
287,548.6,0.00164900,-1.36,165
288,550.4,0.00162700,-1.32,163
289,552.2,0.00160600,-1.34,161
290,554.0,0.00158400,-1.36,158
291,555.8,0.00156300,-1.31,156
292,557.6,0.00154300,-1.30,154
293,559.4,0.00152300,-1.31,152
294,561.2,0.00150300,-1.33,150
295,563.0,0.00148300,-1.31,148
296,564.8,0.00146400,-1.30,146
297,566.6,0.00144500,-1.31,145
298,568.4,0.00142600,-1.30,143
299,570.2,0.00140800,-1.28,141
